title
CrazyStupid 
Creature Comforts
Creed
Creepshow
Crimes and Misdemeanors
Crimson Tide
Crocodile Dundee
Crocodile Dundee II
Crocodile Dundee in Los Angeles
Crossroads
Crouching Tiger Hidden Dragon
Croupier
Cruel Intentions
Crumb
Cry-Baby
Cube
Cujo
Cursed
Cutthroat Island
Cyrano de Bergerac
D2 The Mighty Ducks
D3 The Mighty Ducks
Déjà Vu
Daddy Day Care
Daddy's Home
Dallas Buyers Club
Dan in Real Life
Dancer in the Dark
Dances with Wolves
Dangerous Liaisons
Dangerous Minds
Dante's Peak
Daredevil
Dark City
Dark Shadows
Das Experiment
Date Night
Dave
Dawn of the Dead
Dawn of the Planet of the Apes
Day & Night
Day of the Dead
Daybreakers
Daylight
Days of Thunder
Dazed and Confused
Dead Again
Dead Alive
Dead Calm
Dead Man
Dead Man on Campus
Dead Man Walking
Dead Men Don't Wear Plaid
Dead Poets Society
Dead Presidents
Dead Ringers
Deadpool
Deadpool 2
Death and the Maiden
Death at a Funeral
Death Becomes Her
Death Proof
Death Race
Death to Smoochy
Death Wish
Deconstructing Harry
Deep Blue Sea
Deep Impact
Deep Red
Deep Rising
Defending Your Life
Defiance
Definitely Maybe
Delicatessen
Deliverance
Demolition Man
Dennis the Menace
Departures
Derailed
Dersu Uzala
Desperado
Desperately Seeking Susan
Despicable Me
Despicable Me 2
Detroit Rock City
Deuce Bigalow Male Gigolo
Devil in a Blue Dress
Diabolique
Dial M for Murder
Diamonds Are Forever
Dick
Dick Tracy
Dickie Roberts Former Child Star
Die Another Day
Die Hard
Die Hard 2
Die Hard With a Vengeance
Diner
Dinner for Schmucks
Dinosaur
Dirty Dancing
Dirty Dancing Havana Nights
Dirty Harry
Dirty Pretty Things
Dirty Rotten Scoundrels
Dirty Work
Disclosure
District 13
District 9
Disturbia
Diva
Divergent
Django Unchained
Do the Right Thing
Doc Hollywood
Doctor Dolittle
Doctor Strange
Doctor Zhivago
Dodgeball A True Underdog Story
Dog Day Afternoon
Dogma
Dogtown and Z-Boyz
Dogville
Dolce VitaLa 
Dolores Claiborne
Domino
Don Jon
Don Juan DeMarco
Donnie Brasco
Donnie Darko
Don't Be a Menace to South Central While Drinking Your Juice in the Hood
Don't Breathe
Don't Say a Word
Don't Tell Mom the Babysitter's Dead
Doom
Dope
Dorian Gray
Double Indemnity
Double Jeopardy
Doubt
Down and Out in Beverly Hills
Down by Law
Down Periscope
Down to Earth
Down with Love
Downfall
Dr. Dolittle
Dr. Dolittle 2
Dr. Horrible's Sing-Along Blog
Dr. No
Dr. Seuss' The Lorax
Dr. Strangelove or How I Learned to Stop Worrying and Love the Bomb
Dracula
Dracula 2000
Dracula Dead and Loving It
Drag Me to Hell
Dragon The Bruce Lee Story
Dragonheart
Dragonslayer
Dreamcatcher
Dreamgirls
Dreamscape
Dredd
Drive
Drive Me Crazy
Driven
Driving Miss Daisy
Drop Dead Fred
Drop Dead Gorgeous
Drop Zone
Drugstore Cowboy
Drumline
Drunken Master
Duck Soup
Dude Where's My Car
Due Date
Duel
Dumb & Dumber
Dumb and Dumberer When Harry Met Lloyd
Dumbo
Dune
Dungeons & Dragons Wrath of the Dragon God
Dunkirk
Dunston Checks In
Duplex
E.T. the Extra-Terrestrial
Eagle Eye
Earth Girls Are Easy
East is East
East of Eden
Eastern Promises
Easy A
Easy Rider
Eat Drink Man Woman
Ed
Ed Wood
Eddie
Eddie Murphy Raw
Edge of Tomorrow
Edtv
EducationAn 
Edward Scissorhands
Eight Legged Freaks
Eight Men Out
Election
Elektra
Elephant
Elf
Elite Squad
Elite Squad The Enemy Within
Elizabeth
Ella Enchanted
Elysium
Emma
Empire of the Sun
Empire Records
Employee of the Month
Enchanted
Enchanted April
Encino Man
End of Days
End of Watch
Ender's Game
Enemy
Enemy at the Gates
Enemy of the State
Enigma
Enron The Smartest Guys in the Room
Enter the Dragon
Entrapment
Equilibrium
Eragon
Eraser
Eraserhead
Erik the Viking
Erin Brockovich
Ernest Goes to Camp
Ernest Scared Stupid
Escape from Alcatraz
Escape from L.A.
Escape from New York
Escape from the Planet of the Apes
Escape to Witch Mountain
Eternal Sunshine of the Spotless Mind
European Vacation
EuroTrip
Evan Almighty
Even Cowgirls Get the Blues
Event Horizon
Ever After A Cinderella Story
Everest
Everyone Says I Love You
Everything Is Illuminated
Everything You Always Wanted to Know About Sex * But Were Afraid to Ask
Evil Dead II
Evita
Evolution
Ex Machina
Exam
Excalibur
Executive Decision
eXistenZ
Exit Through the Gift Shop
Exit to Eden
Exotica
Eye for an Eye
Eye of the Beholder
Eyes Wide Shut
Face in the CrowdA 
Face-Off
Fahrenheit 451
Fahrenheit 9 11
Failure to Launch
Fair Game
Fallen
Falling Down
Fame
Family Guy Presents It's a Trap
Family Guy Presents Stewie Griffin The Untold Story
Fanboys
Fandango
Fantasia
Fantasia 2000
Fantastic Beasts and Where to Find Them
Fantastic Four
Fantastic Four Rise of the Silver Surfer
Fantastic Mr. Fox
Fantastic Voyage
Far and Away
Far from Heaven
Farewell My Concubine
Fargo
Farinelli il castrato
Fast & Furious
Fast & Furious 6
Fast Five
Fast Times at Ridgemont High
Faster Pussycat! Kill! Kill!
Fatal Attraction
Fatal Instinct
Father of the Bride
Father of the Bride Part II
Fear
Fear and Loathing in Las Vegas
Fearless
Feeling Minnesota
Femme NikitaLa 
Ferngully The Last Rainforest
Ferris Bueller's Day Off
Fever Pitch
Few Good MenA 
Fiddler on the Roof
Fido
Field of Dreams
Fierce Creatures
Fight Club
Final Destination
Final Destination 2
Final Destination 3
Final Fantasy The Spirits Within
Final Fantasy VII Advent Children
Finding Dory
Finding Forrester
Finding Nemo
Finding Neverland
Fired Up
Firestarter
Firewall
Fireworks
First Blood
First Daughter
First Kid
First Knight
First Strike
Fish Called WandaA 
Fistful of DollarsA 
Five Easy Pieces
Flags of Our Fathers
Flash Gordon
Flashdance
Flatliners
Flawless
FLCL
Fled
Fletch
Fletch Lives
Flight
Flight of the Navigator
Flight of the Phoenix
Flightplan
Flipper
Flirting With Disaster
Flowers in the Attic
Flubber
Flushed Away
Fly Away Home
Focus
Following
Food Inc. 
Fools Rush In
Footloose
For a Few Dollars More
For Love of the Game
For Love or Money
For Richer or Poorer
For the Birds
For Your Eyes Only
Forbidden Planet
Force 10 from Navarone
Forces of Nature
Forever Young
Forget Paris
Forgetting Sarah Marshall
Forgotten The
Forrest Gump
Four Brothers
Four Lions
Four Rooms
Four Weddings and a Funeral
Fracture
Frailty
Frankenstein
Freaks
Freaky Friday
Freddy Got Fingered
Freddy vs. Jason
Freddy's Dead The Final Nightmare
Free Willy
Free Willy 2 The Adventure Home
Freeway
French Kiss
French Twist
Frequency
Frequently Asked Questions About Time Travel
Frida
Friday
Friday After Next
Friday Night Lights
Friday the 13th
Friday the 13th Part 2
Friday the 13th Part III
Friday the 13th The Final Chapter
Fried Green Tomatoes
Friends with Benefits
Fright Night
From Dusk Till Dawn
From Hell
From Here to Eternity
From Russia with Love
Frost Nixon
Frozen
Full Metal Jacket
Fun with Dick and Jane
Funny Face
Funny Farm
Funny Games
Funny People
Funny Thing Happened on the Way to the ForumA 
Furious 7
Fury
Futurama Bender's Big Score
Futurama Bender's Game
Futurama Into the Wild Green Yonder
Futurama The Beast with a Billion Backs
F-X
F-X2
G.I. Jane
G.I. Joe The Rise of Cobra
Galaxy Quest
Gallipoli
Gamer
Gandhi
Gangs of New York
Garden State
Garfield The Movie
Gaslight
Gattaca
Gentlemen Prefer Blondes
George of the Jungle
Geronimo An American Legend
Get Carter
Get Hard
Get Him to the Greek
Get Out
Get Shorty
Get Smart
Gettysburg
Ghost
Ghost Dog The Way of the Samurai
Ghost in the Shell
Ghost Rider
Ghost Rider Spirit of Vengeance
Ghost Ship
Ghost World
Ghostbusters
Ghostbusters II
Ghosts of Mars
Gia
Giant
Gigi
Gilda
Ginger Snaps
Girl with a Pearl Earring
Girlfight
GirlInterrupted 
Gladiator
Glengarry Glen Ross
Glory
Go
Godzilla
Godzilla 2000
GoldenEye
Goldfinger
Gomorrah
Gone Baby Gone
Gone Girl
Gone in 60 Seconds
Gone with the Wind
Good Bye Lenin!
Good Day to Die HardA 
Good MorningVietnam 
Good Nightand Good Luck. 
Good The Bad
Good The Bad and the Uglyil bruttoil cattivoIl) (1966)
Good Will Hunting
Goodfellas
Goofy MovieA 
Gorillas in the Mist
Gosford Park
Gossip
Gothika
Gran Torino
Grand Canyon
Grand Day Out with Wallace and GromitA 
Grand Illusion
Grandma's Boy
Grave of the Fireflies
Gravity
Grease
Grease 2
Great Expectations
Green Card
Green Lantern
Green Street Hooligans
Green Zone
Gremlins
Gremlins 2 The New Batch
Grindhouse
Grizzly Man
Grosse Pointe Blank
Groundhog Day
Grown Ups
Grown Ups 2
Grumpier Old Men
Grumpy Old Men
Guardians of the Galaxy
Guardians of the Galaxy 2
Guess Who's Coming to Dinner
Gulliver's Travels
Gung Ho
Guys and Dolls
Hackers
Hacksaw Ridge
HailCaesar! 
Hairspray
Half Baked
Half Nelson
Halloween
Halloween II
Halloween The Curse of Michael Myers
Hamlet
Hancock
Hang 'Em High
Hanna
Hannah and Her Sisters
Hannibal
Hansel & Gretel Witch Hunters
Happiness
Happy Feet
Happy Gilmore
Hard Candy
Hard Day's NightA 
Hard Target
Hard-Boiled
Harley Davidson and the Marlboro Man
Harold & Kumar Escape from Guantanamo Bay
Harold and Kumar Go to White Castle
Harold and Maude
Harriet the Spy
Harry and the Hendersons
Harry Potter and the Chamber of Secrets
Harry Potter and the Deathly Hallows Part I
Harry Potter and the Deathly Hallows Part II
Harry Potter and the Goblet of Fire
Harry Potter and the Half-Blood Prince
Harry Potter and the Order of the Phoenix
Harry Potter and the Prisoner of Azkaban
Harry Potter and the Sorcerer's Stone
Hart's War
Harvey
Hate
He Got Game
Headhunters
Heart and Souls
Heartbreak Ridge
Heartbreakers
Hearts in Atlantis
Hearts of Darkness A Filmmakers Apocalypse
Heat
Heathers
Heaven Can Wait
Heavenly Creatures
Heavy Metal
Heavyweights
Hedwig and the Angry Inch
Heist
Hell or High Water
Hellbound Hellraiser II
Hellboy
Hellboy II The Golden Army
Hellraiser
Hellraiser Bloodline
Help!
Henry Portrait of a Serial Killer
Henry V
Her
Herbie Rides Again
Hercules
Here Comes the Boom
Hero
He's Just Not That Into You
Hidalgo
Hidden Figures
Hide and Seek
High Fidelity
High Noon
High Plains Drifter
High School High
Higher Learning
Highlander
Highlander Endgame
Highlander II The Quickening
Highlander III The Sorcerer
His Girl Friday
History of the World Part I
History of ViolenceA 
Hitch
Hitchcock
Hitman
Hocus Pocus
Holes
Holiday Inn
Hollow Man
Hollywood Homicide
Hollywoodland
Holy Man
Home
Home Alone
Home Alone 2 Lost in New York
Home Alone 3
Home for the Holidays
Homeward Bound II Lost in San Francisco
Homeward Bound The Incredible Journey
HoneyI Blew Up the Kid 
HoneyI Shrunk the Kids 
Honeymoon in Vegas
Hook
Hoop Dreams
Hoosiers
Horrible Bosses
Horrible Bosses 2
Horton Hears a Who!
Hostage
Hostel
Hot Fuzz
Hot Rod
Hot Shots!
Hot Shots! Part Deux
Hot Tub Time Machine
Hotel Rwanda
Hotel Transylvania
House
House of 1000 Corpses
House of Flying Daggers
House of Games
House of Sand and Fog
House of Wax
House on Haunted Hill
Houseguest
How High
How the Grinch Stole Christmas
How the Grinch Stole Christmas!
How to Lose a Guy in 10 Days
How to Lose Friends & Alienate People
How to Make an American Quilt
How to Train Your Dragon
How to Train Your Dragon 2
Howard the Duck
Howards End
Howl's Moving Castle
Hugo
Hulk
Human Nature
Husbands and Wives
Hush
I Am Legend
I Am Number Four
I Am Sam
I Heart Huckabees
I Know What You Did Last Summer
I Love Trouble
I Love YouMan 
I Now Pronounce You Chuck and Larry
I Spit on Your Grave
I Spy
I Still Know What You Did Last Summer
I.Q.
Ice Age
Ice Age 2 The Meltdown
Ice Age 4 Continental Drift
Ice Age Dawn of the Dinosaurs
Ichi the Killer
Ideal HusbandAn 
Identity
Idiocracy
Idle Hands
Igby Goes Down
Ikiru
I'll Do Anything
Immortal Beloved
In & Out
In America
In Bruges
In Good Company
In the Army Now
In the Bedroom
In the Company of Men
In the Heat of the Night
In the Line of Fire
In the Loop
In the Mood For Love
In the Mouth of Madness
In the Name of the Father
In Time
Incendies
Inception
Inconvenient TruthAn 
Indecent Proposal
Independence Day
Indiana Jones and the Kingdom of the Crystal Skull
Indiana Jones and the Last Crusade
Indiana Jones and the Temple of Doom
Infernal Affairs
Inferno
Inglorious Bastards
Inglourious Basterds
Inherent Vice
Inherit the Wind
Inkheart
Inland Empire
Innerspace
Inside Job
Inside Llewyn Davis
Inside Man
Inside Out
Insomnia
Inspector Gadget
Instinct
Insurgent
Interstellar
Interview with the Vampire The Vampire Chronicles
Into the Wild
Into the Woods
Intolerable Cruelty
Intouchables
Invasion of the Body Snatchers
Inventing the Abbotts
Invictus
Invincible
Ip Man
Ip Man 2
IRobot 
Iron Eagle
Iron Man
Iron Man 2
Iron Man 3
Iron Monkey
Irreversible
Isle of Dogs
It
It Could Happen to You
It Happened One Night
It's a MadMad
It's a Wonderful Life
It's Kind of a Funny Story
It's the Great PumpkinCharlie Brown 
Jack
Jack and Jill
Jack Frost
Jack Reacher
Jack the Giant Slayer
Jackass 3D
Jackass Number Two
Jackass The Movie
Jackie Brown
Jacob's Ladder
Jade
Jagged Edge
James and the Giant Peach
Jane Austen's Mafia!
Jane Eyre
Jarhead
Jason and the Argonauts
Jason Bourne
Jason X
Jawbreaker
Jaws
Jaws 2
Jaws 3-D
Jay and Silent Bob Strike Back
Jean de Florette
Jeepers Creepers
Jeffrey
Jennifer 8
Jerry Maguire
Jersey Girl
Jesus Camp
Jet Li's Fearless
JFK
Jimmy Neutron Boy Genius
Jin Roh The Wolf Brigade
Jingle All the Way
Jiro Dreams of Sushi
Joe Dirt
Joe Versus the Volcano
Joe's Apartment
John Carter
John Q
John Tucker Must Die
John Wick
John Wick Chapter Two
Johnny Dangerously
Johnny English
Johnny English Reborn
Johnny Mnemonic
Josie and the Pussycats
Journey to the Center of the Earth
Joy
Joy Ride
Joyeux Noël
Jude
Judge Dredd
Judgment at Nuremberg
Jules and Jim
Julie & Julia
Jumanji
Jumanji Welcome to the Jungle
Jumper
Jumpin' Jack Flash
Jungle Fever
Jungle2Jungle
Junior
Juno
Ju-on The Grudge
Jurassic Park
Jurassic Park III
Jurassic World
Jury Duty
Just Cause
Just Friends
Just Go with It
Just Like Heaven
Just Married
Justice League
K-19 The Widowmaker
Kalifornia
Karate KidPart II 
Karate KidPart III 
Kate & Leopold
Kazaam
Keeping the Faith
Kelly's Heroes
Key Largo
Kick-Ass
Kick-Ass 2
Kicking & Screaming
Kicking and Screaming
Kid in King Arthur's CourtA 
Kids
Kids in the Hall Brain Candy
Kiki's Delivery Service
Kill Bill Vol. 1
Kill Bill Vol. 2
Killing Zoe
Kindergarten Cop
King Arthur
King Kong
King of New York
Kingdom of Heaven
Kingpin
Kingsman The Golden Circle
Kingsman The Secret Service
Kinsey
Kiss Kiss Bang Bang
Kiss of Death
Kiss of the Dragon
Kiss the Girls
Klute
Knight and Day
Knight's TaleA 
Knockaround Guys
Knocked Up
Knowing
Kolya
Koyaanisqatsi
K-PAX
Kramer vs. Kramer
Krippendorf's Tribe
Krull
Kubo and the Two Strings
Kung Fu Hustle
Kung Fu Panda
Kung Fu Panda 2
Kung Fu Panda 3
Kung Fury
Kung Pow Enter the Fist
L.A. Confidential
L.A. Story
La La Land
Léon The Professional
Labyrinth
Ladder 49
Lady and the Tramp
Lady in the Water
Lady Vengeance
Ladyhawke
Lake Placid
Land of the Lost
Lantana
Laputa Castle in the Sky
Lara Croft Tomb Raider
Lara Croft Tomb Raider The Cradle of Life
Larger Than Life
Lars and the Real Girl
Last Action Hero
Last Man Standing
Last Tango in Paris
Laura
Law Abiding Citizen
Lawnmower Man 2 Beyond Cyberspace
Lawrence of Arabia
Layer Cake
League of Their OwnA 
Lean on Me
Leap Year
Leaving Las Vegas
Legally Blonde
Legally Blonde 2 RedWhite & Blonde 
Legend
Legends of the Fall
Lemony Snicket's A Series of Unfortunate Events
Leprechaun
Let Me In
Let the Right One In
Lethal Weapon
Lethal Weapon 2
Lethal Weapon 3
Lethal Weapon 4
Let's Be Cops
Letters from Iwo Jima
Liar Liar
Licence to Kill
Life as a House
Life as We Know It
Life Is Beautiful
Life Less OrdinaryA 
Life of Pi
Lifeboat
Lifeforce
Like Water for Chocolate
Lilo & Stitch
Limitless
Little Big League
Little Big Man
Little Fockers
Little Man Tate
Little Miss Sunshine
Little Nicky
Little PrincessA 
Little Shop of Horrors
Little Voice
Little Women
Live and Let Die
Live Free or Die Hard
Living in Oblivion
Loaded Weapon 1
Local Hero
LockStock & Two Smoking Barrels 
Logan
Logan's Run
Lolita
Lone Star
Look Who's Talking
Look Who's Talking Now
Look Who's Talking Too
Looking for Richard
Looper
Lord of Illusions
Lord of the Flies
Lord of War
Lords of Dogtown
Loser
Lost Highway
Lost in La Mancha
Lost in Space
Lost in Translation
Lot Like LoveA 
Louis C.K. Chewed Up
Louis C.K. Hilarious
Louis C.K. Live at the Beacon Theater
Louis C.K. Shameless
Love Actually
Love Affair
Love and Death
Love and Other Drugs
Love Me If You Dare
Lovely & Amazing
Lucky Number Slevin
Lucy
Lupin III The Castle Of Cagliostro
M
M*A*S*H
Macbeth
Machete
Mad City
Mad Max
Mad Max Beyond Thunderdome
Mad Max Fury Road
Madagascar
Madagascar 3 Europe's Most Wanted
Madagascar Escape 2 Africa
Made
Made in America
Madeline
Madonna Truth or Dare
Magic Mike
Magnolia
Magnum Force
Maid in Manhattan
Major League
Major League Back to the Minors
Major Payne
Malèna
Malcolm X
Maleficent
Malice
Mallrats
Mamma Mia!
Man Bites Dog
Man for All SeasonsA 
Man of Steel
Man of the House
Man on Fire
Man on the Moon
Man on Wire
Manchester by the Sea
Manhattan
Manhattan Murder Mystery
Manhunter
Mannequin
Manon of the Spring
Mansfield Park
Marathon Man
March of the Penguins
Margin Call
